id;numero;date_introduction;observations;bl_suppression;date_suppression;date_modification;date_creation;gp_situation_id;quantite;pi_pi_id;produit_id;date_livraison;id_fiche;a_planifier;site_id;quantite_planifie;type;informations_stock;informations_affectation;type_ordre;lieu_livraison;numero_interne;prix_unitaire;client;designation;reference;qt_coupe;qt_eng;qt_sort;qt_fini;qt_colis;qt_exp;qt_sup1;qt_sup2;qt_sup3;remarques_prod;semaine;model_label;delivered_third;status_code;ordre_type;ligne_production;ehd;chd (date prévue);date_creation_commande;cdd (date réelle);has_planning;status_planning;id_fiche_complement;sf_produit_id;process_produit;date_sortie;inspection;sites_ids;code_conception_produit;traitement_produit;go_prod;theme_id;sites_ids_gpro_col;nombre_colis_refuses;nombre_colis_controles;resultat_controle_interne;nombre_colis;commentaire_qte;date_fin_controle_interne;status_export;implantation;modifier_qt_sortie_manuel;controle_interne;saison_designation;as_export;qte_sortie_chaine;test_labo;maj_qte_of_avec_importation;quantite_from_detail;split;commande_mere;commande_mere_automatique;qte_prise_prod;qte_recue_prod;qte_prise_coupe;qte_recu_coupe;qte_prete_coupe;division_coupe;division_fini;go_shippement;generation;maj_lieu_livraison;nombre_colis_refuses_aql_tournant;nombre_colis_controles_aql_tournant;week_cdd;qte_entree_dos;qte_sortie_dos;qte_entree_devant;qte_sortie_devant;qte_entree_assemblage;qte_entree_finition;qte_entree_preparation;qte_sortie_preparation;qte_supp4;qte_supp1;qte_supp2;qte_supp3;qte_finition;effectif_dos;efficience_dos;effectif_devant;efficience_devant;effectif_assemblage;efficience_assemblage;effectif_preparation;efficience_preparation;qte_sortie_assemblage;premiere_genration_of;code_njp;temps_total_coupe;temps_total_montage;temps_total_emballage;temps_total_preparation;temps_total_controle;temps_total_dos;temps_total_devant;temps_total_assemblage;temps;temps_theorique;efficience_finition;temps_total_finition;effectif_finition;shot;pbd;ped;shipped_qty;remaining_qty;delivered_qty;responsable;customer;ordre_coupe;supplier;laveur;ligne_produit_id;spl_id;spl_designation;magasin_id_tissu;magasin_id_fourniture_conf;magasin_id_fourniture_cond;gp_importation_id;picking_date;efficience;effectif;reservation_tissu;reservation_fourniture;bon_commande;qte_trt;qte_eclatement;qte_sortie_coupe;temps_coupe;temps_matelassage;qte_psc_sortie_controle;qte_psc_entree_finition;qte_psc_sortie_finition;qte_psc_sortie_chaine;qte_psc_engagement;qte_psc_entree_cond;qte_psc_sortie_cond;has_resrvation_global;generateur_fiche_colisage;has_resrvation_global_tissu;has_resrvation_global_fourniture;date_reservation_globale;qte_envoi_intervenant
29783;4522537577;12/03/2025;;f;;;;;170;14;1897;08/05/2025;;t;;0;Ferme;;;WoDo;CAC ST MARTIN;;4.36;PROXY TUNISIE;ELENA PUSH UP ALL OVER;8917872;0;0;0;0;0;0;;;;;;;CAC ST MARTIN;Order to confirm;Replenishement;;08/05/2025;08/05/2025;12/03/2025;14/05/2025;t;Non Planifier;;21;;;non;;115427;;;6;;0;0;;3;;;Standard;NON;f;;;;0;NON;f;170;f;;;0;0;0;0;0;;;non;t;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;f;0;0;0;;;;;;;;;;;1;f;f;;
29172;4521419864;03/10/2024;;f;;;;;70;14;1896;10/04/2025;;t;;0;Ferme;;;WoDo;CAC ST MARTIN;;4.36;PROXY;ELENA FOLK PUSH-UP UNI;8917877;0;0;0;0;0;0;;;;;;;CAC ST MARTIN;Pending order;Implantation;;10/04/2025;10/04/2025;02/08/2024;16/04/2025;t;Non Planifier;;21;;;non;;329734;;;6;;0;0;;1;;;Standard;NON;f;;;;0;NON;f;70;f;;;0;0;0;0;0;;;non;t;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;f;0;0;0;;;;;;;;;;;1;f;f;;
27490;4519754691;13/10/2023;;f;;;;;320;14;1540;22/04/2024;;t;;0;Ferme;;;WoDo;CAC ST MARTIN;;6.336;PROXY;ASTRID;8731405;0;0;0;0;0;0;;;;;;;CAC ST MARTIN;Pending order;Implantation;;22/04/2024;23/04/2024;12/08/2023;01/05/2024;t;Non Planifier;;11;;;non;;324579;;;6;;0;0;;0;;;Standard;NON;f;;;;0;NON;f;0;f;;;0;0;0;0;0;;;non;;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
28040;2001085773-1SC060-019 NERO;22/12/2023;;f;;;;;1290;566;1612;19/04/2024;;t;;0;Ferme;;;;ITALY;2001085773;0;CALZEDONIA;CULOTTE PIZZO;1SC060;0;0;0;0;0;0;;;;;;;ITALY;V;;;19/04/2024;19/04/2024;20/12/2023;23/04/2024;t;Non Planifier;;622554;;;non;;1SC060;;;28;;0;0;;0;;;Standard;NON;f;;;;0;NON;f;1290;f;;;0;0;0;0;0;;;non;;f;0;0;172024;;;;;;;;;;;;;;;;;;;;;;;;;0;3.66;0.46;0;0.35;;;;3.64;3.64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
29493;202429;13/12/2024;;f;;;;;3000;16;1787;03/01/2025;;t;;0;Ferme;;;;;202429;0.97;EMINENCE;SLIP INCONTINENCE;6G89;0;0;0;0;0;0;;;;;;;;V;;;03/01/2025;03/01/2025;;07/01/2025;t;Non Planifier;;23;;;non;;6G89;;;251;;0;0;;0;;;Standard;NON;f;;;;0;NON;f;3000;f;;;0;0;0;0;0;;;non;t;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;30/01/2025;;0;7.4;0.89;0;0.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;f;0;0;0;;;;;;;;;;;1;f;f;;
27375;4519904927;13/10/2023;;f;;;;;470;14;1688;15/03/2024;;t;;0;Ferme;;;WoDo;CAC ST MARTIN;;4.174;PROXY;ELENA PUSH UP;8798890;0;0;0;0;0;0;;;;;;;CAC ST MARTIN;Pending order;Replenishement;;15/03/2024;19/03/2024;15/09/2023;26/03/2024;t;Non Planifier;;21;;;non;;115427;;;6;;0;0;;0;;;Standard;NON;f;;;;0;NON;t;0;f;;;0;0;0;0;0;;;non;;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
27607;4519844263;13/10/2023;;f;;;;;620;14;1539;27/03/2024;;t;;0;Ferme;;;WoDo;CAC TURKEY;;4.14;PROXY;ELENA FOLK PUSH-UP UNI-YELLOW;8789118;0;80;522;1800;0;0;;;;;;;CAC TURKEY;Pending order;Implantation;;27/03/2024;09/04/2024;01/09/2023;08/05/2024;t;Non Planifier;;21;;;non;;329734;;;6;;0;0;;0;;;Standard;NON;f;;;;1640;NON;t;0;f;;;0;0;0;0;0;;;non;;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
28759;4521453066;20/09/2024;;f;;;;;1008;14;1862;27/11/2024;;t;;0;Ferme;;;WoDo;CAC ROUVIGNIES;;1.877;PROXY;TOP JR KEEPCOMFORT LS REC DDY;8619327;0;0;0;0;0;0;;;;;;;CAC ROUVIGNIES;Pending order;Replenishement;;27/11/2024;25/11/2024;12/08/2024;04/12/2024;t;Non Planifier;;18;;;non;;331031;;;13;;0;0;;40;;;Standard;NON;f;;;;0;NON;t;1008;f;;;0;0;0;0;0;;;non;t;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;f;;;;;;;;;;;;;;1;f;f;;
30032;4522704428;18/04/2025;;f;;;;;140;14;1877;02/06/2025;;t;;0;Ferme;;;WoDo;CAC ROUVIGNIES;;5.35;PROXY TUNISIE;CARLA BRA;8916481;0;0;0;0;0;0;;;;;;;CAC ROUVIGNIES;Order to confirm;Replenishement;;02/06/2025;02/06/2025;16/04/2025;11/06/2025;t;Non Planifier;;5;;;non;;335559;;;6;;0;0;;7;;;Standard;NON;f;;;;0;NON;f;140;f;;;0;0;0;0;0;;;non;t;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;13/05/2025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;f;0;0;0;;;;;;;;;;;1;f;f;;
30177;4522751426;25/04/2025;;f;;;;;456;14;1559;30/06/2025;;t;;0;Ferme;;;WoDo;CAC Molins;;2.95;PROXY TUNISIE;UV TOP JR100 MC PINK;8603041;0;0;0;0;0;0;;;;;;;CAC Molins;Order to confirm;Replenishement;;30/06/2025;30/06/2025;23/04/2025;09/07/2025;t;Non Planifier;;18;;;non;;326490;;;6;;0;0;;8;;;Standard;NON;f;;;;0;NON;f;456;f;;;0;0;0;0;0;;;non;t;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;16/05/2025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;f;0;0;0;;;;;;;;;;;1;f;f;;
27716;2001043688-4;09/11/2023;;f;;;;;17040;566;1612;19/01/2024;;t;;0;Ferme;;;;;2001043688;;CALZEDONIA;CULOTTE PIZZO;1SC060;0;1320;11340;0;0;0;;;;;;;;V;;;19/01/2024;19/01/2024;;23/01/2024;t;Non Planifier;;622554;;;non;;1SC060;;;28;;0;0;;24;;;Standard;NON;t;;;;0;NON;f;17040;f;;;0;0;0;0;0;;;non;;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
28025;2001085773-1SB01C-3106 CREMA DI LATTE;22/12/2023;;f;;;;;1530;566;1610;19/04/2024;;t;;0;Ferme;;;;ITALY;2001085773;0;CALZEDONIA;BRAZILIAN MICRO;1SB01C;0;0;0;0;0;0;;;;;;;ITALY;V;;;19/04/2024;19/04/2024;20/12/2023;23/04/2024;t;Non Planifier;;34;;;non;;1SB01C;;;28;;0;0;;0;;;Standard;NON;f;;;;0;NON;f;1530;f;;;0;0;0;0;0;;;non;;f;0;0;172024;;;;;;;;;;;;;;;;;;;;;;;;;0;4.34;0.36;0;0.3;;;;11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
29862;PASSIONATA/TH05/RED LIPS;25/03/2025;;f;;;;;13;16;2002;28/03/2025;;t;;0;Ferme;;;;;PASSIONATA/TH05/RED LIPS;;EMINENCE;PANTALON;TH05;0;0;0;0;0;0;;;;;;;;V;;;28/03/2025;28/03/2025;;28/03/2025;t;Non Planifier;;31;;;non;;TH05;;;263;;0;0;;0;;;Standard;NON;f;;;;0;NON;f;13;f;;;0;0;0;0;0;;;non;;f;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;f;;;;;;;;;;;;;;1;f;f;;
28106;194720;22/02/2024;;f;;;;;2710;16;1787;30/03/2024;;t;;0;Ferme;;;;;194720;;EMINENCE;SLIP INCONTINENCE;6G89;0;0;0;0;0;0;;;;;;;;V;;;30/03/2024;30/03/2024;;30/03/2024;t;Non Planifier;;23;;;non;;6G89;;;251;;0;0;;0;;;Standard;NON;f;;;;0;NON;f;2710;f;;;0;0;0;0;0;;;non;t;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;02/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
28489;4521364773;01/08/2024;;f;;;;;570;14;1860;05/12/2024;;t;;0;Ferme;;;WoDo;CAC ST MARTIN;;5.829;PROXY;JML WAG 500;8561039;0;0;0;0;0;0;;;;;;;CAC ST MARTIN;Pending order;Replenishement;;05/12/2024;05/12/2024;25/07/2024;11/12/2024;t;Non Planifier;;19;;;non;;309993;;;256;;0;0;;19;;;Standard;NON;f;;;;0;NON;t;570;f;;;0;0;0;0;0;;;non;t;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;f;;;;;;;;;;;;;;1;f;f;;
29532;339/asupp;24/12/2024;;f;;;;;10;14;1860;04/01/2025;;t;;0;Ferme;;;;;339;;PROXY;JML WAG 500;8561039;0;0;0;0;0;0;;;;;;;;V;;;04/01/2025;04/01/2025;;04/01/2025;t;Non Planifier;;19;;;non;;309993;;;256;;0;0;;1;;;Standard;NON;f;;;;0;NON;f;10;f;;;0;0;0;0;0;;;non;;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;0;8.02;0.97;0.5;0.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;f;0;0;0;;;;;;;;;;;1;f;f;;
27178;4519769012;13/10/2023;;f;;;;;1110;14;1696;27/04/2024;;t;2;1026;Ferme;;;WoDo;CAC ST MARTIN;;4.178;PROXY;ELENA PUSH UP;8646424;0;0;0;0;0;0;;;;;;;CAC ST MARTIN;Pending order;Implantation;;27/04/2024;23/04/2024;17/08/2023;01/05/2024;t;Non Prod;;21;;;non;2;329734;;;6;;0;0;;0;;;Standard;NON;f;;;;0;NON;t;0;f;;;0;0;0;0;0;;;non;;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
27745;4520159297;16/11/2023;;f;;;;;72;14;1516;21/03/2024;;t;;0;Ferme;;;WoDo;CAC ST MARTIN;;3.79;PROXY;1_PIECE ISA UNI BLACK;8756382;0;0;0;0;0;0;;;;;;;CAC ST MARTIN;Pending order;Replenishement;;21/03/2024;19/03/2024;09/11/2023;27/03/2024;t;Non Planifier;;5;;;non;;339731;;;6;;0;0;;3;;;Standard;NON;f;;;;0;NON;f;72;f;;;0;0;0;0;0;;;non;;f;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
28452;4521257629;30/07/2024;;f;;;;;220;14;1800;27/07/2024;;t;;0;Ferme;;;WoDo;CAC ROUVIGNIES;;4.48;PROXY;1P 100 HEVA LI;8647504;0;0;0;0;0;0;;;;;;;CAC ROUVIGNIES;Pending order;Replenishement;;27/07/2024;29/07/2024;10/07/2024;07/08/2024;t;Non Planifier;;19;;;non;;306354;;;5;;0;0;;10;;;Standard;NON;f;;;;0;NON;f;220;f;;;0;0;0;0;0;;;non;;f;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;824;;;;;;;;;;;;;;;;;;;;1;f;f;;
28437;4521057045;11/06/2024;;f;;;;;360;14;1526;26/06/2024;;t;;0;Ferme;;;WoDo;CAC ROUVIGNIES;;3.47;PROXY;ISA BRA ALL OVER BLACK;8756379;0;0;0;0;0;0;;;;;;;CAC ROUVIGNIES;Pending order;Replenishement;;26/06/2024;24/06/2024;15/05/2024;03/07/2024;t;Non Planifier;;5;;;non;;339730;;;6;;0;0;;0;;;Standard;NON;f;;;;0;NON;f;0;f;;;0;0;0;0;0;;;non;;f;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;823;;;;;;;;;;;;;;;;;;;;1;f;f;;
29427;4522120846;27/11/2024;;f;;;;;204;14;1888;05/02/2025;;t;;0;Ferme;;;WoDo;DSI CAC Bangalore;;3.42;PROXY;MARY  1PIECE ALL OVER;8916523;0;0;0;0;0;0;;;;;;;DSI CAC Bangalore;Pending order;Replenishement;;05/02/2025;31/12/2024;27/11/2024;29/03/2025;t;Non Planifier;;19;;;non;;346424;;;6;;0;0;;12;;;Standard;NON;f;;;;0;NON;f;204;f;;;0;0;0;0;0;;;non;t;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;f;0;0;0;;;;;;;;;;;1;f;f;;
27362;4519793079;13/10/2023;;f;;;;;465;14;1686;27/03/2024;;t;;0;Ferme;;;WoDo;CAC ROUVIGNIES;;3.242;PROXY;SAVANA BOTTOM;8799913;0;0;0;0;0;0;;;;;;;CAC ROUVIGNIES;Pending order;Implantation;;27/03/2024;29/03/2024;23/08/2023;10/04/2024;t;Non Planifier;;23;;;non;;346482;;;6;;0;0;;9;;;Standard;NON;f;;;;0;NON;t;360;f;;;0;0;0;0;0;;;non;;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
27966;2001085773-1SN5060E-28;20/12/2023;;f;;;;;1230;566;1639;19/04/2024;;t;;0;Ferme;;;;ITALY;2001085773;0;CALZEDONIA;SLIP ALTO;1SN5060E;0;0;0;0;0;0;;;;;;;ITALY;V;;;19/04/2024;19/04/2024;20/12/2023;23/04/2024;t;Non Planifier;;622557;;;non;;1SN5060E;;;28;;0;0;;0;;;Standard;NON;f;;;;0;NON;f;1230;f;;;0;0;0;0;0;;;non;;f;0;0;172024;;;;;;;;;;;;;;;;;;;;;;;;;0;3.57;0.38;0;0.4;;;;4.85;4.85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
27997;2001071136-4;22/12/2023;;f;;;;;6360;566;1636;22/03/2024;;t;;0;Ferme;;;;ITALY;2001071136;0;CALZEDONIA;BRASILIANO COTONE;1SB05B;0;0;0;0;0;0;;;;;;;ITALY;V;;;22/03/2024;22/03/2024;10/11/2023;26/03/2023;t;Non Planifier;;34;;;non;;1SB05B;;;28;;0;0;;0;;;Standard;NON;f;;SS23;;0;NON;f;6360;f;;;0;0;0;0;0;;;non;;f;0;0;122024;;;;;;;;;;;;;;;;;;;;;;;;;0;3.59;0.38;0;0;;;;4.57;4.57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
28056;2001085773-1SN01B-3106 CREMA DI LATTE;22/12/2023;;f;;;;;3420;566;1642;19/04/2024;;t;;0;Ferme;;;;ITALY;2001085773;0;CALZEDONIA;CUL CULOTTE;1SN01B;0;0;0;0;0;0;;;;;;;ITALY;V;;;19/04/2024;19/04/2024;20/12/2023;23/04/2024;t;Non Planifier;;26;;;non;;1SN01B;;;28;;0;0;;110;;;Standard;NON;f;;;;0;NON;f;3420;f;;;0;0;0;0;0;;;non;;f;0;0;172024;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
27052;2000984341/88;11/10/2023;;f;;;;;4900;566;1610;22/09/2023;;t;;0;Ferme;;;;;;;CALZEDONIA;BRAZILIAN MICRO;1SB01C;0;0;0;0;0;0;;;;;;;;D;;;22/09/2023;22/09/2023;;22/09/2023;t;Non Planifier;;34;;;non;;1SB01C;;;28;;0;0;;0;;;Standard;NON;f;;;;0;NON;f;4900;f;;;0;0;0;0;0;;;non;;f;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
28325;4521054653;11/06/2024;;f;;;;;780;14;1694;01/07/2024;;t;;0;Ferme;;;WoDo;CAC ST MARTIN;;4.18;PROXY;ELENA PUSH UP;8871575;0;0;0;0;0;0;;;;;;;CAC ST MARTIN;Pending order;Replenishement;;01/07/2024;27/06/2024;15/05/2024;03/07/2024;t;Non Planifier;;21;;;non;;115427;;;6;;0;0;;0;;;Standard;NON;f;;;;0;NON;f;0;f;;;0;0;0;0;0;;;non;;f;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;823;;;;;;;;;;;;;;;;;;;;1;f;f;;
29962;4522688752;14/04/2025;;f;;;;;630;14;1895;14/05/2025;;t;;0;Ferme;;;WoDo;CAC ST MARTIN;;3.291;PROXY TUNISIE;TOP 500 MC BOY;8916359;0;0;0;0;0;0;;;;;;;CAC ST MARTIN;Order to confirm;Replenishement;;14/05/2025;14/05/2025;08/04/2025;20/05/2025;t;Non Planifier;;18;;;non;;346989;;;6;;0;0;;15;;;Standard;NON;f;;;;0;NON;f;630;f;;;0;0;0;0;0;;;non;t;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;f;0;0;0;;;;;;;;;;;1;f;f;;
29388;201687;22/11/2024;;f;;;;;460;16;1853;13/12/2024;;t;;0;Ferme;;;;;201687;1.79;EMINENCE;BOXER;5G09;0;0;0;0;0;0;;;;;;;;V;;;13/12/2024;13/12/2024;;17/12/2024;t;Non Planifier;;28;;;non;;5G09;;;255;;0;0;;0;;;Standard;NON;f;;;;0;NON;f;460;f;;;0;0;0;0;0;;;non;t;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;f;;;;;;;;;;;;;;1;f;f;;
29151;ZX0004/4;03/10/2024;;f;;;;;5121;19;1871;29/11/2024;;t;;0;Ferme;;;;;ZX0004;;ILUNA;SG;YRI00176;0;0;0;0;0;0;;;;;;;;V;;;29/11/2024;29/11/2024;;04/12/2024;t;Non Planifier;;10;;;non;2;YRI00176;;;243;;0;0;;0;;;Standard;NON;f;;;;0;NON;f;5121;f;;;0;0;0;0;0;;;non;;f;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
27352;4519958659;13/10/2023;;f;;;;;152;14;1696;10/04/2024;;f;2;152;Ferme;;;WoDo;CAC TURKEY;;4.178;PROXY;ELENA PUSH UP;8646424;0;0;0;0;0;0;;;;;;;CAC TURKEY;Pending order;Implantation;;10/04/2024;09/04/2024;28/09/2023;08/05/2024;t;Non Prod;;21;;;non;2;329734;;;6;;0;0;;0;;;Standard;NON;f;;;;0;NON;f;0;f;;;0;0;0;0;0;;;non;;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
27245;4519976571;13/10/2023;;f;;;;;230;14;1696;16/02/2024;;t;2;114;Ferme;;;WoDo;BOOSTER EMEA;;4.178;PROXY;ELENA PUSH UP;8646424;0;0;0;0;0;0;;;;;;;BOOSTER EMEA;Pending order;Implantation;;16/02/2024;16/04/2024;05/10/2023;06/05/2024;t;Non Prod;;21;;;non;2;329734;;;6;;0;0;;0;;;Standard;NON;f;;;;0;NON;t;0;f;;;0;0;0;0;0;;;non;;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
28129;105277;23/02/2024;;f;;;;;568;43;1748;30/03/2024;;t;;0;Ferme;;;;;105277;;DMT;calecon long;19107UU;0;0;0;0;0;0;;;;;;;;V;;;30/03/2024;30/03/2024;;30/03/2024;t;Non Planifier;;27;;;non;;19107UU;;;194;;0;0;;0;;;Standard;NON;f;;;;0;NON;f;568;f;;;0;0;0;0;0;;;non;;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
28083;0193257-1;23/01/2024;;f;;;;;600;16;1760;22/02/2024;;t;;0;Ferme;;;;;;;EMINENCE;SL;2632;0;0;0;0;0;0;;;;;;;;V;;;22/02/2024;22/02/2024;;26/02/2024;t;Non Planifier;;23;;;non;;2632;;;248;;0;0;;0;;;Standard;NON;f;;;;0;NON;f;600;f;;;0;0;0;0;0;;;non;;f;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
28791;107900;01/10/2024;;f;;;;;90;43;1868;29/10/2024;;t;;0;Ferme;;;;;107900;;DMT;TEE SHIRT;80716UU;0;0;0;0;0;0;;;;;;;;V;;;29/10/2024;29/10/2024;;30/10/2024;t;Non Planifier;;18;;;non;;80716UU;;;257;;0;0;;0;;;Standard;NON;f;;;;0;NON;f;90;f;;;0;0;0;0;0;;;non;;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
29718;111210;03/03/2025;;f;;;;;1053;43;1830;18/03/2025;;t;;0;Ferme;;;;;111210;;DMT;Gilet manches longues;66696UU;0;0;0;0;0;0;;;;;;;;V;;;18/03/2025;18/03/2025;;19/03/2025;t;Non Planifier;;46;;;non;;66696UU;;;194;;0;0;;0;;;Standard;NON;f;;;;0;NON;f;1053;f;;;0;0;0;0;0;;;non;t;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;f;0;0;0;;;;;;;;;;;1;f;f;;
27157;4519786575;13/10/2023;;f;;;;;408;14;1703;26/02/2024;;t;;0;Ferme;;;WoDo;CAC ST MARTIN;;3.533;PROXY;MARY 1_PIECE;8800546;0;0;0;0;0;0;;;;;;;CAC ST MARTIN;Pending order;Implantation;;26/02/2024;27/02/2024;19/08/2023;06/03/2024;t;Non Planifier;;19;;;non;;346424;;;6;;0;0;;22;;;Standard;NON;f;;;;0;NON;f;408;f;;;0;0;0;0;0;;;non;;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
29878;144SGT;28/03/2025;;f;;;;;1750;12;2006;04/04/2025;;t;;0;Ferme;;;;;144;;OASIS;SG;BDING382SG;0;0;0;0;0;0;;;;;;;;V;;;04/04/2025;04/04/2025;;04/04/2025;t;Non Planifier;;31128051;;;non;;BDING382SG;;;252;;0;0;;0;;;Standard;NON;f;;;;0;NON;f;1750;f;;;0;0;0;0;0;;;non;t;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;f;0;0;0;;;;;;;;;;;1;f;f;;
